Execution Order | Job | Operation | Time (s)
           122 | 121 |         0 | 0.00000000 seconds
           123 | 122 |         0 | 0.00000000 seconds
           124 | 123 |         0 | 0.00000000 seconds
           125 | 124 |         0 | 0.00000000 seconds
           126 | 125 |         0 | 0.00000000 seconds
           127 | 126 |         0 | 0.00000000 seconds
           128 | 127 |         0 | 0.00000000 seconds
           129 | 128 |         0 | 0.00000000 seconds
           130 | 129 |         0 | 0.00000000 seconds
           131 | 130 |         0 | 0.00000000 seconds
           132 | 131 |         0 | 0.00000000 seconds
           133 | 132 |         0 | 0.00000000 seconds
           134 | 133 |         0 | 0.00000000 seconds
           135 | 134 |         0 | 0.00000000 seconds
           136 | 135 |         0 | 0.00000000 seconds
           137 | 136 |         0 | 0.00000000 seconds
           138 | 137 |         0 | 0.00000000 seconds
           139 | 138 |         0 | 0.00000000 seconds
           140 | 139 |         0 | 0.00100000 seconds
           141 | 140 |         0 | 0.00000000 seconds
           142 | 141 |         0 | 0.00000000 seconds
           143 | 142 |         0 | 0.00000000 seconds
           144 | 143 |         0 | 0.00000000 seconds
           145 | 144 |         0 | 0.00000000 seconds
           146 | 145 |         0 | 0.00000000 seconds
           147 | 146 |         0 | 0.00000000 seconds
           148 | 147 |         0 | 0.00000000 seconds
           149 | 148 |         0 | 0.00000000 seconds
           150 | 149 |         0 | 0.00000000 seconds
           151 | 150 |         0 | 0.00000000 seconds
           152 | 151 |         0 | 0.00000000 seconds
           153 | 152 |         0 | 0.00000000 seconds
           154 | 153 |         0 | 0.00000000 seconds
           155 | 154 |         0 | 0.00000000 seconds
           156 | 155 |         0 | 0.00000000 seconds
           157 | 156 |         0 | 0.00000000 seconds
           158 | 157 |         0 | 0.00000000 seconds
           159 | 158 |         0 | 0.00000000 seconds
           160 | 159 |         0 | 0.00000000 seconds
           161 | 160 |         0 | 0.00000000 seconds
           162 | 161 |         0 | 0.00000000 seconds
           163 | 162 |         0 | 0.00000000 seconds
           164 | 163 |         0 | 0.00000000 seconds
           165 | 164 |         0 | 0.00100000 seconds
           166 | 165 |         0 | 0.00000000 seconds
           167 | 166 |         0 | 0.00000000 seconds
           168 | 167 |         0 | 0.00000000 seconds
           169 | 168 |         0 | 0.00000000 seconds
           170 | 169 |         0 | 0.00000000 seconds
           171 | 170 |         0 | 0.00000000 seconds
           172 | 171 |         0 | 0.00000000 seconds
           173 | 172 |         0 | 0.00000000 seconds
           174 | 173 |         0 | 0.00000000 seconds
           175 | 174 |         0 | 0.00000000 seconds
           176 | 175 |         0 | 0.00000000 seconds
           177 | 176 |         0 | 0.00000000 seconds
           178 | 177 |         0 | 0.00000000 seconds
           179 | 178 |         0 | 0.00000000 seconds
           180 | 179 |         0 | 0.00000000 seconds
           181 | 180 |         0 | 0.00000000 seconds
           182 | 181 |         0 | 0.00000000 seconds
           183 | 182 |         0 | 0.00000000 seconds
           184 | 183 |         0 | 0.00000000 seconds
           185 | 184 |         0 | 0.00000000 seconds
           186 | 185 |         0 | 0.00000000 seconds
           187 | 186 |         0 | 0.00000000 seconds
           188 | 187 |         0 | 0.00000000 seconds
           189 | 188 |         0 | 0.00100000 seconds
           190 | 189 |         0 | 0.00000000 seconds
           191 | 190 |         0 | 0.00000000 seconds
           192 | 191 |         0 | 0.00000000 seconds
           193 | 192 |         0 | 0.00000000 seconds
           194 | 193 |         0 | 0.00000000 seconds
           195 | 194 |         0 | 0.00000000 seconds
           196 | 195 |         0 | 0.00000000 seconds
           197 | 196 |         0 | 0.00000000 seconds
           198 | 197 |         0 | 0.00000000 seconds
           199 | 198 |         0 | 0.00000000 seconds
           200 | 199 |         0 | 0.00000000 seconds
           201 | 200 |         0 | 0.00000000 seconds
           202 | 201 |         0 | 0.00000000 seconds
           203 | 202 |         0 | 0.00000000 seconds
           204 | 203 |         0 | 0.00000000 seconds
           205 | 204 |         0 | 0.00000000 seconds
           206 | 205 |         0 | 0.00000000 seconds
           207 | 206 |         0 | 0.00000000 seconds
           208 | 207 |         0 | 0.00100000 seconds
           209 | 208 |         0 | 0.00000000 seconds
           210 | 209 |         0 | 0.00000000 seconds
           211 | 210 |         0 | 0.00000000 seconds
           212 | 211 |         0 | 0.00000000 seconds
           213 | 212 |         0 | 0.00000000 seconds
           214 | 213 |         0 | 0.00000000 seconds
           215 | 214 |         0 | 0.00000000 seconds
           216 | 215 |         0 | 0.00000000 seconds
           217 | 216 |         0 | 0.00000000 seconds
           218 | 217 |         0 | 0.00000000 seconds
           219 | 218 |         0 | 0.00000000 seconds
           220 | 219 |         0 | 0.00000000 seconds
           221 | 220 |         0 | 0.00000000 seconds
           222 | 221 |         0 | 0.00000000 seconds
           223 | 222 |         0 | 0.00000000 seconds
           224 | 223 |         0 | 0.00000000 seconds
           225 | 224 |         0 | 0.00000000 seconds
           226 | 225 |         0 | 0.00000000 seconds
           227 | 226 |         0 | 0.00100000 seconds
           228 | 227 |         0 | 0.00000000 seconds
           229 | 228 |         0 | 0.00000000 seconds
           230 | 229 |         0 | 0.00000000 seconds
           231 | 230 |         0 | 0.00000000 seconds
           232 | 231 |         0 | 0.00000000 seconds
           233 | 232 |         0 | 0.00000000 seconds
           234 | 233 |         0 | 0.00000000 seconds
           235 | 234 |         0 | 0.00000000 seconds
           236 | 235 |         0 | 0.00000000 seconds
           237 | 236 |         0 | 0.00000000 seconds
           238 | 237 |         0 | 0.00000000 seconds
           239 | 238 |         0 | 0.00000000 seconds
           240 | 239 |         0 | 0.00000000 seconds
           241 | 240 |         0 | 0.00000000 seconds
           242 | 241 |         0 | 0.00000000 seconds
           243 | 242 |         0 | 0.00000000 seconds
           244 | 243 |         0 | 0.00000000 seconds
           245 | 244 |         0 | 0.00000000 seconds
           246 | 245 |         0 | 0.00000000 seconds
           247 | 246 |         0 | 0.00100000 seconds
           248 | 247 |         0 | 0.00000000 seconds
           249 | 248 |         0 | 0.00000000 seconds
           250 | 249 |         0 | 0.00000000 seconds
           251 | 250 |         0 | 0.00000000 seconds
           252 | 251 |         0 | 0.00000000 seconds
           253 | 252 |         0 | 0.00000000 seconds
           254 | 253 |         0 | 0.00000000 seconds
           255 | 254 |         0 | 0.00000000 seconds
           256 | 255 |         0 | 0.00000000 seconds
           257 | 256 |         0 | 0.00000000 seconds
           258 | 257 |         0 | 0.00000000 seconds
           259 | 258 |         0 | 0.00000000 seconds
           260 | 259 |         0 | 0.00000000 seconds
           261 | 260 |         0 | 0.00000000 seconds
           262 | 261 |         0 | 0.00000000 seconds
           263 | 262 |         0 | 0.00000000 seconds
           264 | 263 |         0 | 0.00000000 seconds
           265 | 264 |         0 | 0.00000000 seconds
           266 | 265 |         0 | 0.00000000 seconds
           267 | 266 |         0 | 0.00000000 seconds
           268 | 267 |         0 | 0.00000000 seconds
           269 | 268 |         0 | 0.00100000 seconds
           270 | 269 |         0 | 0.00000000 seconds
           271 | 270 |         0 | 0.00000000 seconds
           272 | 271 |         0 | 0.00000000 seconds
           273 | 272 |         0 | 0.00000000 seconds
           274 | 273 |         0 | 0.00000000 seconds
           275 | 274 |         0 | 0.00000000 seconds
           276 | 275 |         0 | 0.00000000 seconds
           277 | 276 |         0 | 0.00000000 seconds
           278 | 277 |         0 | 0.00000000 seconds
           279 | 278 |         0 | 0.00000000 seconds
           280 | 279 |         0 | 0.00000000 seconds
           281 | 280 |         0 | 0.00000000 seconds
           282 | 281 |         0 | 0.00000000 seconds
           283 | 282 |         0 | 0.00000000 seconds
           284 | 283 |         0 | 0.00000000 seconds
           285 | 284 |         0 | 0.00000000 seconds
           286 | 285 |         0 | 0.00100000 seconds
           287 | 286 |         0 | 0.00000000 seconds
           288 | 287 |         0 | 0.00000000 seconds
           289 | 288 |         0 | 0.00000000 seconds
           290 | 289 |         0 | 0.00000000 seconds
           291 | 290 |         0 | 0.00000000 seconds
           292 | 291 |         0 | 0.00000000 seconds
           293 | 292 |         0 | 0.00000000 seconds
           294 | 293 |         0 | 0.00000000 seconds
           295 | 294 |         0 | 0.00000000 seconds
           296 | 295 |         0 | 0.00000000 seconds
           297 | 296 |         0 | 0.00000000 seconds
           298 | 297 |         0 | 0.00000000 seconds
           299 | 298 |         0 | 0.00000000 seconds
           300 | 299 |         0 | 0.00000000 seconds
           301 | 300 |         0 | 0.00000000 seconds
           302 | 301 |         0 | 0.00100000 seconds
           303 | 302 |         0 | 0.00000000 seconds
           304 | 303 |         0 | 0.00000000 seconds
           305 | 304 |         0 | 0.00000000 seconds
           306 | 305 |         0 | 0.00000000 seconds
           307 | 306 |         0 | 0.00000000 seconds
           308 | 307 |         0 | 0.00000000 seconds
           309 | 308 |         0 | 0.00000000 seconds
           310 | 309 |         0 | 0.00000000 seconds
           311 | 310 |         0 | 0.00000000 seconds
           312 | 311 |         0 | 0.00000000 seconds
           313 | 312 |         0 | 0.00000000 seconds
           314 | 313 |         0 | 0.00000000 seconds
           315 | 314 |         0 | 0.00000000 seconds
           316 | 315 |         0 | 0.00000000 seconds
           317 | 316 |         0 | 0.00000000 seconds
           318 | 317 |         0 | 0.00100000 seconds
           319 | 318 |         0 | 0.00000000 seconds
           320 | 319 |         0 | 0.00000000 seconds
           321 | 320 |         0 | 0.00000000 seconds
           322 | 321 |         0 | 0.00000000 seconds
           323 | 322 |         0 | 0.00000000 seconds
           324 | 323 |         0 | 0.00000000 seconds
           325 | 324 |         0 | 0.00000000 seconds
           326 | 325 |         0 | 0.00000000 seconds
           327 | 326 |         0 | 0.00000000 seconds
           328 | 327 |         0 | 0.00000000 seconds
           329 | 328 |         0 | 0.00000000 seconds
           330 | 329 |         0 | 0.00000000 seconds
           331 | 330 |         0 | 0.00000000 seconds
           332 | 331 |         0 | 0.00000000 seconds
           333 | 332 |         0 | 0.00000000 seconds
           334 | 333 |         0 | 0.00000000 seconds
           335 | 334 |         0 | 0.00000000 seconds
           336 | 335 |         0 | 0.00000000 seconds
           337 | 336 |         0 | 0.00100000 seconds
           338 | 337 |         0 | 0.00000000 seconds
           339 | 338 |         0 | 0.00000000 seconds
           340 | 339 |         0 | 0.00000000 seconds
           341 | 340 |         0 | 0.00000000 seconds
           342 | 341 |         0 | 0.00000000 seconds
           343 | 342 |         0 | 0.00000000 seconds
           344 | 343 |         0 | 0.00000000 seconds
           345 | 344 |         0 | 0.00000000 seconds
           346 | 345 |         0 | 0.00000000 seconds
           347 | 346 |         0 | 0.00000000 seconds
           348 | 347 |         0 | 0.00000000 seconds
           349 | 348 |         0 | 0.00100000 seconds
           350 | 349 |         0 | 0.00000000 seconds
           351 |   0 |         1 | 0.00000000 seconds
           352 |   5 |         1 | 0.00000000 seconds
           353 |  18 |         1 | 0.00000000 seconds
           354 |  24 |         1 | 0.00000000 seconds
           355 |  29 |         1 | 0.00000000 seconds
           356 |  34 |         1 | 0.00000000 seconds
           357 |  41 |         1 | 0.00000000 seconds
           358 |  58 |         1 | 0.00000000 seconds
           359 |  69 |         1 | 0.00000000 seconds
           360 |  80 |         1 | 0.00000000 seconds
           361 |  93 |         1 | 0.00000000 seconds
           362 | 110 |         1 | 0.00000000 seconds
           363 | 127 |         1 | 0.00000000 seconds
           364 | 149 |         1 | 0.00000000 seconds
           365 | 151 |         1 | 0.00100000 seconds
           366 | 157 |         1 | 0.00000000 seconds
           367 | 174 |         1 | 0.00000000 seconds
           368 | 184 |         1 | 0.00000000 seconds
           369 | 185 |         1 | 0.00000000 seconds
           370 | 206 |         1 | 0.00000000 seconds
           371 | 216 |         1 | 0.00000000 seconds
           372 | 242 |         1 | 0.00000000 seconds
           373 | 247 |         1 | 0.00000000 seconds
           374 | 260 |         1 | 0.00000000 seconds
           375 | 331 |         1 | 0.00000000 seconds
           376 |  52 |         1 | 0.00000000 seconds
           377 |  58 |         2 | 0.00000000 seconds
           378 |  62 |         1 | 0.00000000 seconds
           379 |  75 |         1 | 0.00000000 seconds
           380 | 119 |         1 | 0.00000000 seconds
           381 | 120 |         1 | 0.00100000 seconds
           382 | 241 |         1 | 0.00000000 seconds
           383 | 244 |         1 | 0.00000000 seconds
           384 | 245 |         1 | 0.00000000 seconds
           385 | 305 |         1 | 0.00000000 seconds
           386 |   3 |         1 | 0.00000000 seconds
           387 |   9 |         1 | 0.00000000 seconds
           388 |  32 |         1 | 0.00000000 seconds
           389 |  40 |         1 | 0.00000000 seconds
           390 |  53 |         1 | 0.00000000 seconds
           391 |  67 |         1 | 0.00000000 seconds
           392 |  98 |         1 | 0.00000000 seconds
           393 | 103 |         1 | 0.00000000 seconds
           394 | 107 |         1 | 0.00000000 seconds
           395 | 111 |         1 | 0.00000000 seconds
           396 | 135 |         1 | 0.00000000 seconds
           397 | 143 |         1 | 0.00100000 seconds
           398 | 148 |         1 | 0.00000000 seconds
           399 | 156 |         1 | 0.00000000 seconds
           400 | 157 |         2 | 0.00000000 seconds
           401 | 162 |         1 | 0.00000000 seconds
           402 | 164 |         1 | 0.00000000 seconds
           403 | 177 |         1 | 0.00000000 seconds
           404 | 187 |         1 | 0.00000000 seconds
           405 | 222 |         1 | 0.00000000 seconds
           406 | 232 |         1 | 0.00000000 seconds
           407 | 274 |         1 | 0.00000000 seconds
           408 | 282 |         1 | 0.00000000 seconds
           409 | 300 |         1 | 0.00000000 seconds
           410 | 319 |         1 | 0.00000000 seconds
           411 | 343 |         1 | 0.00000000 seconds
           412 |   0 |         2 | 0.00000000 seconds
           413 |   8 |         1 | 0.00000000 seconds
           414 |  12 |         1 | 0.00100000 seconds
           415 |  20 |         1 | 0.00000000 seconds
           416 |  21 |         1 | 0.00000000 seconds
           417 |  34 |         2 | 0.00000000 seconds
           418 |  36 |         1 | 0.00000000 seconds
           419 |  44 |         1 | 0.00000000 seconds
           420 |  47 |         1 | 0.00000000 seconds
           421 |  54 |         1 | 0.00000000 seconds
           422 |  65 |         1 | 0.00000000 seconds
           423 |  76 |         1 | 0.00000000 seconds
           424 |  85 |         1 | 0.00000000 seconds
           425 |  89 |         1 | 0.00000000 seconds
           426 |  95 |         1 | 0.00000000 seconds
           427 |  96 |         1 | 0.00000000 seconds
           428 |  97 |         1 | 0.00000000 seconds
           429 |  99 |         1 | 0.00000000 seconds
           430 | 110 |         2 | 0.00000000 seconds
           431 | 148 |         2 | 0.00000000 seconds
           432 | 153 |         1 | 0.00000000 seconds
           433 | 161 |         1 | 0.00100000 seconds
           434 | 169 |         1 | 0.00000000 seconds
           435 | 170 |         1 | 0.00000000 seconds
           436 | 181 |         1 | 0.00000000 seconds
           437 | 200 |         1 | 0.00000000 seconds
           438 | 202 |         1 | 0.00000000 seconds
           439 | 221 |         1 | 0.00000000 seconds
           440 | 253 |         1 | 0.00000000 seconds
           441 | 257 |         1 | 0.00000000 seconds
           442 | 272 |         1 | 0.00000000 seconds
           443 | 319 |         2 | 0.00000000 seconds
           444 |  11 |         1 | 0.00000000 seconds
           445 |  24 |         2 | 0.00000000 seconds
           446 |  43 |         1 | 0.00000000 seconds
           447 |  46 |         1 | 0.00000000 seconds
           448 |  49 |         1 | 0.00000000 seconds
           449 |  56 |         1 | 0.00000000 seconds
           450 |  60 |         1 | 0.00000000 seconds
           451 |  63 |         1 | 0.00000000 seconds
           452 |  64 |         1 | 0.00000000 seconds
           453 |  68 |         1 | 0.00000000 seconds
           454 | 100 |         1 | 0.00100000 seconds
           455 | 122 |         1 | 0.00000000 seconds
           456 | 136 |         1 | 0.00000000 seconds
           457 | 139 |         1 | 0.00000000 seconds
           458 | 141 |         1 | 0.00000000 seconds
           459 | 146 |         1 | 0.00000000 seconds
           460 | 158 |         1 | 0.00000000 seconds
           461 | 171 |         1 | 0.00000000 seconds
           462 | 175 |         1 | 0.00000000 seconds
           463 | 192 |         1 | 0.00000000 seconds
           464 | 194 |         1 | 0.00000000 seconds
           465 | 201 |         1 | 0.00000000 seconds
           466 | 206 |         2 | 0.00000000 seconds
           467 | 229 |         1 | 0.00000000 seconds
           468 | 248 |         1 | 0.00000000 seconds
           469 | 259 |         1 | 0.00000000 seconds
           470 | 283 |         1 | 0.00100000 seconds
           471 | 293 |         1 | 0.00000000 seconds
           472 | 323 |         1 | 0.00000000 seconds
           473 | 332 |         1 | 0.00000000 seconds
           474 | 333 |         1 | 0.00000000 seconds
           475 |   2 |         1 | 0.00000000 seconds
           476 |  23 |         1 | 0.00000000 seconds
           477 |  28 |         1 | 0.00000000 seconds
           478 |  29 |         2 | 0.00000000 seconds
           479 |  40 |         2 | 0.00000000 seconds
           480 |  42 |         1 | 0.00000000 seconds
           481 |  43 |         2 | 0.00000000 seconds
           482 |  56 |         2 | 0.00000000 seconds
           483 |  87 |         1 | 0.00000000 seconds
           484 |  93 |         2 | 0.00000000 seconds
           485 |  96 |         2 | 0.00000000 seconds
           486 | 109 |         1 | 0.00000000 seconds
           487 | 119 |         2 | 0.00000000 seconds
           488 | 132 |         1 | 0.00000000 seconds
           489 | 140 |         1 | 0.00000000 seconds
           490 | 150 |         1 | 0.00100000 seconds
           491 | 172 |         1 | 0.00000000 seconds
           492 | 219 |         1 | 0.00000000 seconds
           493 | 228 |         1 | 0.00000000 seconds
           494 | 230 |         1 | 0.00000000 seconds
           495 | 231 |         1 | 0.00000000 seconds
           496 | 266 |         1 | 0.00000000 seconds
           497 | 276 |         1 | 0.00000000 seconds
           498 | 299 |         1 | 0.00000000 seconds
           499 | 300 |         2 | 0.00000000 seconds
           500 | 307 |         1 | 0.00000000 seconds
           501 | 314 |         1 | 0.00000000 seconds
           502 | 321 |         1 | 0.00000000 seconds
           503 | 322 |         1 | 0.00000000 seconds
           504 | 335 |         1 | 0.00000000 seconds
           505 | 347 |         1 | 0.00000000 seconds
           506 |  10 |         1 | 0.00100000 seconds
           507 |  16 |         1 | 0.00000000 seconds
           508 |  19 |         1 | 0.00000000 seconds
           509 |  23 |         2 | 0.00000000 seconds
           510 |  38 |         1 | 0.00000000 seconds
           511 |  62 |         2 | 0.00000000 seconds
           512 |  65 |         2 | 0.00000000 seconds
           513 |  88 |         1 | 0.00000000 seconds
           514 |  92 |         1 | 0.00000000 seconds
           515 |  96 |         3 | 0.00000000 seconds
           516 | 101 |         1 | 0.00000000 seconds
           517 | 103 |         2 | 0.00000000 seconds
           518 | 108 |         1 | 0.00000000 seconds
           519 | 129 |         1 | 0.00000000 seconds
           520 | 134 |         1 | 0.00000000 seconds
           521 | 142 |         1 | 0.00000000 seconds
           522 | 147 |         1 | 0.00000000 seconds
           523 | 170 |         2 | 0.00000000 seconds
           524 | 172 |         2 | 0.00000000 seconds
           525 | 178 |         1 | 0.00000000 seconds
           526 | 205 |         1 | 0.00000000 seconds
           527 | 210 |         1 | 0.00100000 seconds
           528 | 212 |         1 | 0.00000000 seconds
           529 | 213 |         1 | 0.00000000 seconds
           530 | 214 |         1 | 0.00000000 seconds
           531 | 220 |         1 | 0.00000000 seconds
           532 | 225 |         1 | 0.00000000 seconds
           533 | 235 |         1 | 0.00000000 seconds
           534 | 249 |         1 | 0.00000000 seconds
           535 | 251 |         1 | 0.00000000 seconds
           536 | 254 |         1 | 0.00000000 seconds
           537 | 264 |         1 | 0.00000000 seconds
           538 | 284 |         1 | 0.00000000 seconds
           539 | 292 |         1 | 0.00000000 seconds
           540 | 317 |         1 | 0.00000000 seconds
           541 | 324 |         1 | 0.00000000 seconds
           542 | 330 |         1 | 0.00000000 seconds
           543 | 341 |         1 | 0.00000000 seconds
           544 |   1 |         1 | 0.00000000 seconds
           545 |   4 |         1 | 0.00000000 seconds
           546 |   7 |         1 | 0.00000000 seconds
           547 |   8 |         2 | 0.00000000 seconds
           548 |  17 |         1 | 0.00100000 seconds
           549 |  20 |         2 | 0.00000000 seconds
           550 |  22 |         1 | 0.00000000 seconds
           551 |  28 |         2 | 0.00000000 seconds
           552 |  35 |         1 | 0.00000000 seconds
           553 |  63 |         2 | 0.00000000 seconds
           554 |  65 |         3 | 0.00000000 seconds
           555 |  76 |         2 | 0.00000000 seconds
           556 |  95 |         2 | 0.00000000 seconds
           557 | 101 |         2 | 0.00000000 seconds
           558 | 113 |         1 | 0.00000000 seconds
           559 | 124 |         1 | 0.00000000 seconds
           560 | 126 |         1 | 0.00000000 seconds
           561 | 128 |         1 | 0.00000000 seconds
           562 | 149 |         2 | 0.00000000 seconds
           563 | 154 |         1 | 0.00000000 seconds
           564 | 159 |         1 | 0.00000000 seconds
           565 | 189 |         1 | 0.00000000 seconds
           566 | 191 |         1 | 0.00000000 seconds
           567 | 195 |         1 | 0.00100000 seconds
           568 | 208 |         1 | 0.00000000 seconds
           569 | 209 |         1 | 0.00000000 seconds
           570 | 250 |         1 | 0.00000000 seconds
           571 | 255 |         1 | 0.00000000 seconds
           572 | 263 |         1 | 0.00000000 seconds
           573 | 270 |         1 | 0.00000000 seconds
           574 | 273 |         1 | 0.00000000 seconds
           575 | 294 |         1 | 0.00000000 seconds
           576 | 304 |         1 | 0.00000000 seconds
           577 | 305 |         2 | 0.00000000 seconds
           578 |  13 |         1 | 0.00000000 seconds
           579 |  26 |         1 | 0.00000000 seconds
           580 |  34 |         3 | 0.00000000 seconds
           581 |  37 |         1 | 0.00000000 seconds
           582 |  49 |         2 | 0.00000000 seconds
           583 |  50 |         1 | 0.00000000 seconds
           584 |  53 |         2 | 0.00000000 seconds
           585 |  57 |         1 | 0.00100000 seconds
           586 |  59 |         1 | 0.00000000 seconds
           587 |  72 |         1 | 0.00000000 seconds
           588 |  74 |         1 | 0.00000000 seconds
           589 |  83 |         1 | 0.00000000 seconds
           590 |  84 |         1 | 0.00000000 seconds
           591 |  90 |         1 | 0.00000000 seconds
           592 |  91 |         1 | 0.00000000 seconds
           593 |  92 |         2 | 0.00000000 seconds
           594 |  99 |         2 | 0.00000000 seconds
           595 | 102 |         1 | 0.00000000 seconds
           596 | 104 |         1 | 0.00000000 seconds
           597 | 112 |         1 | 0.00000000 seconds
           598 | 113 |         2 | 0.00000000 seconds
           599 | 114 |         1 | 0.00000000 seconds
           600 | 121 |         1 | 0.00000000 seconds
           601 | 125 |         1 | 0.00000000 seconds
           602 | 133 |         1 | 0.00000000 seconds
           603 | 137 |         1 | 0.00100000 seconds
           604 | 138 |         1 | 0.00000000 seconds
           605 | 145 |         1 | 0.00000000 seconds
           606 | 155 |         1 | 0.00000000 seconds
